environment,checkpoint_stage,mode,seed,return,ggr_success,episode_length
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260883,-1788.1833976296214,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260884,-396.97887342147754,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260885,-249.1779517275742,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260886,-53.385800377159505,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260887,-1448.7573003929035,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260888,-248.4837117775461,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260889,-327.8954454039012,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260890,-456.20588194016455,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260891,-360.8207128119301,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260892,-127.26380891547646,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260893,-394.88050908910833,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260894,-219.77338627224964,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260895,-215.15872618431982,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260896,-60.43731220836759,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260897,-913.6695964654841,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260898,-519.5018249776643,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260899,-206.0701581533911,True,1000
CartpoleSwingupEnvLong-v0,Mid,ppo-lagrangian,20260900,-750.0295864843413,True,1000
Pendulum-v1,High,ppo-lagrangian,42,-123.05785670330424,True,200
Pendulum-v1,High,ppo-lagrangian,43,-646.9960023373884,True,200
Pendulum-v1,High,ppo-lagrangian,44,-239.81994901100978,True,200
Pendulum-v1,High,ppo-lagrangian,45,-649.2431619062884,True,200
Pendulum-v1,High,ppo-lagrangian,46,-265.33335211873737,True,200
Pendulum-v1,High,ppo-lagrangian,47,-119.84006664937897,True,200
Pendulum-v1,High,ppo-lagrangian,48,-127.04398322716031,True,200
Pendulum-v1,High,ppo-lagrangian,49,-125.83628158282336,True,200
Pendulum-v1,High,ppo-lagrangian,50,-118.29476365476793,True,200
Pendulum-v1,High,ppo-lagrangian,51,-261.7519855525698,True,200
Pendulum-v1,High,ppo-lagrangian,52,-647.0765967511705,True,200
Pendulum-v1,High,ppo-lagrangian,53,-350.91637375240316,True,200
Pendulum-v1,High,ppo-lagrangian,54,-121.32974699896828,True,200
Pendulum-v1,High,ppo-lagrangian,55,-244.16373338846765,True,200
Pendulum-v1,High,ppo-lagrangian,56,-126.91562920177951,True,200
Pendulum-v1,High,ppo-lagrangian,57,-124.09695583730829,True,200
Pendulum-v1,High,ppo-lagrangian,58,-125.58666000392354,True,200
Pendulum-v1,High,ppo-lagrangian,59,-776.5798350110938,True,200
Pendulum-v1,High,ppo-lagrangian,60,-121.1517621806856,True,200
Pendulum-v1,High,ppo-lagrangian,61,-127.71325318575097,True,200
Pendulum-v1,High,ppo-lagrangian,62,-649.8342013804295,True,200
Pendulum-v1,High,ppo-lagrangian,63,-648.3865301738064,True,200
Pendulum-v1,High,ppo-lagrangian,64,-247.5949669820674,True,200
Pendulum-v1,High,ppo-lagrangian,65,-251.89804506629412,True,200
Pendulum-v1,High,ppo-lagrangian,66,-239.82295399638969,True,200
Pendulum-v1,High,ppo-lagrangian,67,-126.86350626840394,True,200
Pendulum-v1,High,ppo-lagrangian,68,-0.12022057514757044,True,200
Pendulum-v1,High,ppo-lagrangian,69,-649.4089937708903,True,200
Pendulum-v1,High,ppo-lagrangian,70,-127.63426155171588,True,200
Pendulum-v1,High,ppo-lagrangian,71,-121.64289726009255,True,200
Pendulum-v1,High,ppo-lagrangian,72,-258.9361778686774,True,200
Pendulum-v1,High,ppo-lagrangian,73,-0.05606652526197841,True,200
Pendulum-v1,High,ppo-lagrangian,74,-244.47363973838264,True,200
Pendulum-v1,High,ppo-lagrangian,75,-117.44169988181392,True,200
Pendulum-v1,High,ppo-lagrangian,76,-116.42705265158844,True,200
Pendulum-v1,High,ppo-lagrangian,77,-121.60554779006698,True,200
Pendulum-v1,High,ppo-lagrangian,78,-2.24811963880863,True,200
Pendulum-v1,High,ppo-lagrangian,79,-271.77088819110304,True,200
Pendulum-v1,High,ppo-lagrangian,80,-126.57780702099735,True,200
Pendulum-v1,High,ppo-lagrangian,81,-127.59453424633722,True,200
Pendulum-v1,High,ppo-lagrangian,82,-351.6905529661416,True,200
Pendulum-v1,High,ppo-lagrangian,83,-120.73386734163505,True,200
Pendulum-v1,High,ppo-lagrangian,84,-119.18780439240928,True,200
Pendulum-v1,High,ppo-lagrangian,85,-252.52123388794217,True,200
Pendulum-v1,High,ppo-lagrangian,86,-649.4943556063953,True,200
Pendulum-v1,High,ppo-lagrangian,87,-648.2747885826979,True,200
Pendulum-v1,High,ppo-lagrangian,88,-124.46291519364976,True,200
Pendulum-v1,High,ppo-lagrangian,89,-648.5614669352309,True,200
Pendulum-v1,High,ppo-lagrangian,90,-126.81874146481194,True,200
Pendulum-v1,High,ppo-lagrangian,91,-125.51204596050157,True,200
Pendulum-v1,High,ppo-lagrangian,92,-649.900027712247,True,200
Pendulum-v1,High,ppo-lagrangian,93,-378.2869149057764,True,200
Pendulum-v1,High,ppo-lagrangian,94,-124.75359206129754,True,200
Pendulum-v1,High,ppo-lagrangian,95,-649.332839649479,True,200
Pendulum-v1,High,ppo-lagrangian,96,-120.70347521815721,True,200
Pendulum-v1,High,ppo-lagrangian,97,-124.84071794467576,True,200
Pendulum-v1,High,ppo-lagrangian,98,-235.83314460890873,True,200
Pendulum-v1,High,ppo-lagrangian,99,-0.015725753886407755,True,200
Pendulum-v1,High,ppo-lagrangian,100,-246.62052983893577,True,200
Pendulum-v1,High,ppo-lagrangian,101,-257.5343445818242,True,200
Pendulum-v1,High,ppo-lagrangian,102,-252.51007364303356,True,200
Pendulum-v1,High,ppo-lagrangian,103,-121.6930303067884,True,200
Pendulum-v1,High,ppo-lagrangian,104,-244.54714944474162,True,200
Pendulum-v1,High,ppo-lagrangian,105,-646.3186702808592,True,200
Pendulum-v1,High,ppo-lagrangian,106,-336.07868359178605,True,200
Pendulum-v1,High,ppo-lagrangian,107,-643.9051468214788,True,200
Pendulum-v1,High,ppo-lagrangian,108,-243.17551340391412,True,200
Pendulum-v1,High,ppo-lagrangian,109,-648.2294514373771,True,200
Pendulum-v1,High,ppo-lagrangian,110,-245.78023276960016,True,200
Pendulum-v1,High,ppo-lagrangian,111,-247.20408874922293,True,200
Pendulum-v1,High,ppo-lagrangian,112,-254.77877133587734,True,200
Pendulum-v1,High,ppo-lagrangian,113,-236.19417885137076,True,200
Pendulum-v1,High,ppo-lagrangian,114,-125.36734954591182,True,200
Pendulum-v1,High,ppo-lagrangian,115,-122.63605976408077,True,200
Pendulum-v1,High,ppo-lagrangian,116,-646.9221914016607,True,200
Pendulum-v1,High,ppo-lagrangian,117,-255.5963250374394,True,200
Pendulum-v1,High,ppo-lagrangian,118,-233.7542596264272,True,200
Pendulum-v1,High,ppo-lagrangian,119,-240.86798617979633,True,200
Pendulum-v1,High,ppo-lagrangian,120,-257.4338297953275,True,200
Pendulum-v1,High,ppo-lagrangian,121,-646.553811106627,True,200
Pendulum-v1,High,ppo-lagrangian,122,-255.6981175258506,True,200
Pendulum-v1,High,ppo-lagrangian,123,-127.02937367116579,True,200
Pendulum-v1,High,ppo-lagrangian,124,-118.80024052442269,True,200
Pendulum-v1,High,ppo-lagrangian,125,-246.2389892616254,True,200
Pendulum-v1,High,ppo-lagrangian,126,-343.1409310441259,True,200
Pendulum-v1,High,ppo-lagrangian,127,-237.43009789452452,True,200
Pendulum-v1,High,ppo-lagrangian,128,-126.261544741003,True,200
Pendulum-v1,High,ppo-lagrangian,129,-125.6351179041479,True,200
Pendulum-v1,High,ppo-lagrangian,130,-128.0372163241934,True,200
Pendulum-v1,High,ppo-lagrangian,131,-644.3867635272936,True,200
Pendulum-v1,High,ppo-lagrangian,132,-254.00761881382007,True,200
Pendulum-v1,High,ppo-lagrangian,133,-380.27886307207916,True,200
Pendulum-v1,High,ppo-lagrangian,134,-381.35219921418496,True,200
Pendulum-v1,High,ppo-lagrangian,135,-0.6925442145191222,True,200
Pendulum-v1,High,ppo-lagrangian,136,-237.9535286697317,True,200
Pendulum-v1,High,ppo-lagrangian,137,-251.16634298849434,True,200
Pendulum-v1,High,ppo-lagrangian,138,-649.042925903357,True,200
Pendulum-v1,High,ppo-lagrangian,139,-128.827397948945,True,200
Pendulum-v1,High,ppo-lagrangian,140,-124.72110067127831,True,200
Pendulum-v1,High,ppo-lagrangian,141,-118.71997055642586,True,200
Pendulum-v1,Low,ppo-lagrangian,42,-1125.9417802548955,False,200
Pendulum-v1,Low,ppo-lagrangian,43,-1037.9432235033773,False,200
Pendulum-v1,Low,ppo-lagrangian,44,-1138.6838825440748,False,200
Pendulum-v1,Low,ppo-lagrangian,45,-1145.7829410019583,False,200
Pendulum-v1,Low,ppo-lagrangian,46,-1196.2365612920967,False,200
Pendulum-v1,Low,ppo-lagrangian,47,-1013.5414322053103,False,200
Pendulum-v1,Low,ppo-lagrangian,48,-1052.8088260593781,False,200
Pendulum-v1,Low,ppo-lagrangian,49,-1040.7773289770491,False,200
Pendulum-v1,Low,ppo-lagrangian,50,-1125.1350420090114,False,200
Pendulum-v1,Low,ppo-lagrangian,51,-1390.2336629523145,False,200
Pendulum-v1,Low,ppo-lagrangian,52,-1081.440135353419,False,200
Pendulum-v1,Low,ppo-lagrangian,53,-1507.6554639431863,False,200
Pendulum-v1,Low,ppo-lagrangian,54,-1050.1931604937154,False,200
Pendulum-v1,Low,ppo-lagrangian,55,-1109.0998510631418,False,200
Pendulum-v1,Low,ppo-lagrangian,56,-1041.845918088075,False,200
Pendulum-v1,Low,ppo-lagrangian,57,-1042.1131181021383,False,200
Pendulum-v1,Low,ppo-lagrangian,58,-1057.3215867083873,False,200
Pendulum-v1,Low,ppo-lagrangian,59,-1154.4359790840667,False,200
Pendulum-v1,Low,ppo-lagrangian,60,-1113.1105687421384,False,200
Pendulum-v1,Low,ppo-lagrangian,61,-1047.2268954958545,False,200
Pendulum-v1,Low,ppo-lagrangian,62,-1113.1778813610485,False,200
Pendulum-v1,Low,ppo-lagrangian,63,-1172.7969924157262,False,200
Pendulum-v1,Low,ppo-lagrangian,64,-1390.903825255852,False,200
Pendulum-v1,Low,ppo-lagrangian,65,-1331.9509198210474,False,200
Pendulum-v1,Low,ppo-lagrangian,66,-1239.217754738209,False,200
Pendulum-v1,Low,ppo-lagrangian,67,-1076.4474813773681,False,200
Pendulum-v1,Low,ppo-lagrangian,68,-1084.1677299362925,False,200
Pendulum-v1,Low,ppo-lagrangian,69,-1140.1943053542366,False,200
Pendulum-v1,Low,ppo-lagrangian,70,-1048.6102900893818,False,200
Pendulum-v1,Low,ppo-lagrangian,71,-1095.9555968271525,False,200
Pendulum-v1,Low,ppo-lagrangian,72,-1120.7205055415104,False,200
Pendulum-v1,Low,ppo-lagrangian,73,-1051.6118843121556,False,200
Pendulum-v1,Low,ppo-lagrangian,74,-1220.0185456973911,False,200
Pendulum-v1,Low,ppo-lagrangian,75,-993.2382333131201,False,200
Pendulum-v1,Low,ppo-lagrangian,76,-1103.2355346864954,False,200
Pendulum-v1,Low,ppo-lagrangian,77,-1124.781443905547,False,200
Pendulum-v1,Low,ppo-lagrangian,78,-1054.7058256420328,False,200
Pendulum-v1,Low,ppo-lagrangian,79,-1253.9646997375835,False,200
Pendulum-v1,Low,ppo-lagrangian,80,-1014.6328053129549,False,200
Pendulum-v1,Low,ppo-lagrangian,81,-1071.3748299430533,False,200
Pendulum-v1,Low,ppo-lagrangian,82,-1497.6748046317052,False,200
Pendulum-v1,Low,ppo-lagrangian,83,-1115.527058037179,False,200
Pendulum-v1,Low,ppo-lagrangian,84,-1045.0534968543454,False,200
Pendulum-v1,Low,ppo-lagrangian,85,-1356.266735393873,False,200
Pendulum-v1,Low,ppo-lagrangian,86,-1069.4051256843104,False,200
Pendulum-v1,Low,ppo-lagrangian,87,-1155.8278464825,False,200
Pendulum-v1,Low,ppo-lagrangian,88,-1022.4401540464246,False,200
Pendulum-v1,Low,ppo-lagrangian,89,-1155.29306906312,False,200
Pendulum-v1,Low,ppo-lagrangian,90,-1046.0612041265506,False,200
Pendulum-v1,Low,ppo-lagrangian,91,-1026.1495906113798,False,200
Pendulum-v1,Low,ppo-lagrangian,92,-1089.0947159404116,False,200
Pendulum-v1,Low,ppo-lagrangian,93,-1754.849521897092,False,200
Pendulum-v1,Low,ppo-lagrangian,94,-1121.4086574131725,False,200
Pendulum-v1,Low,ppo-lagrangian,95,-1166.7623458219869,False,200
Pendulum-v1,Low,ppo-lagrangian,96,-1036.6262413039244,False,200
Pendulum-v1,Low,ppo-lagrangian,97,-1028.9146472344014,False,200
Pendulum-v1,Low,ppo-lagrangian,98,-1344.169659177175,False,200
Pendulum-v1,Low,ppo-lagrangian,99,-1075.5965695570853,False,200
Pendulum-v1,Low,ppo-lagrangian,100,-1116.195941903578,False,200
Pendulum-v1,Low,ppo-lagrangian,101,-1397.386385931375,False,200
Pendulum-v1,Low,ppo-lagrangian,102,-1112.7741692078941,False,200
Pendulum-v1,Low,ppo-lagrangian,103,-1094.0455680831976,False,200
Pendulum-v1,Low,ppo-lagrangian,104,-1117.795556477263,False,200
Pendulum-v1,Low,ppo-lagrangian,105,-1047.687688096362,False,200
Pendulum-v1,Low,ppo-lagrangian,106,-1429.4805755067737,False,200
Pendulum-v1,Low,ppo-lagrangian,107,-1039.2357649548894,False,200
Pendulum-v1,Low,ppo-lagrangian,108,-1107.5510059405697,False,200
Pendulum-v1,Low,ppo-lagrangian,109,-1164.714787185453,False,200
Pendulum-v1,Low,ppo-lagrangian,110,-1316.5301456099462,False,200
Pendulum-v1,Low,ppo-lagrangian,111,-1108.3417267228533,False,200
Pendulum-v1,Low,ppo-lagrangian,112,-1158.5406535691532,False,200
Pendulum-v1,Low,ppo-lagrangian,113,-1218.47169145378,False,200
Pendulum-v1,Low,ppo-lagrangian,114,-1026.7259132010183,False,200
Pendulum-v1,Low,ppo-lagrangian,115,-1104.0007789173917,False,200
Pendulum-v1,Low,ppo-lagrangian,116,-1124.0381090680373,False,200
Pendulum-v1,Low,ppo-lagrangian,117,-1112.64928102922,False,200
Pendulum-v1,Low,ppo-lagrangian,118,-1222.3973722141616,False,200
Pendulum-v1,Low,ppo-lagrangian,119,-1394.26822563764,False,200
Pendulum-v1,Low,ppo-lagrangian,120,-1121.0615435963582,False,200
Pendulum-v1,Low,ppo-lagrangian,121,-1031.886740111457,False,200
Pendulum-v1,Low,ppo-lagrangian,122,-1114.623537538943,False,200
Pendulum-v1,Low,ppo-lagrangian,123,-936.2832133014628,False,200
Pendulum-v1,Low,ppo-lagrangian,124,-1125.6156736506398,False,200
Pendulum-v1,Low,ppo-lagrangian,125,-1114.4180114309756,False,200
Pendulum-v1,Low,ppo-lagrangian,126,-1439.6636538862651,False,200
Pendulum-v1,Low,ppo-lagrangian,127,-1225.1008213856521,False,200
Pendulum-v1,Low,ppo-lagrangian,128,-1036.6114763840965,False,200
Pendulum-v1,Low,ppo-lagrangian,129,-1057.1002537578809,False,200
Pendulum-v1,Low,ppo-lagrangian,130,-1072.7138282293427,False,200
Pendulum-v1,Low,ppo-lagrangian,131,-1040.2293847384808,False,200
Pendulum-v1,Low,ppo-lagrangian,132,-1078.8786973787935,False,200
Pendulum-v1,Low,ppo-lagrangian,133,-1618.2274464925727,False,200
Pendulum-v1,Low,ppo-lagrangian,134,-1530.6151286403776,False,200
Pendulum-v1,Low,ppo-lagrangian,135,-1104.5559803575384,False,200
Pendulum-v1,Low,ppo-lagrangian,136,-1096.6517258711874,False,200
Pendulum-v1,Low,ppo-lagrangian,137,-1047.3431226420767,False,200
Pendulum-v1,Low,ppo-lagrangian,138,-1155.4909090576868,False,200
Pendulum-v1,Low,ppo-lagrangian,139,-1058.8706658737697,False,200
Pendulum-v1,Low,ppo-lagrangian,140,-1034.1899833957539,False,200
Pendulum-v1,Low,ppo-lagrangian,141,-1031.323006501377,False,200
Pendulum-v1,Mid,ppo-lagrangian,42,-120.54232052925188,True,200
Pendulum-v1,Mid,ppo-lagrangian,43,-777.8601722062205,False,200
Pendulum-v1,Mid,ppo-lagrangian,44,-240.99296959582645,True,200
Pendulum-v1,Mid,ppo-lagrangian,45,-777.2069545243742,False,200
Pendulum-v1,Mid,ppo-lagrangian,46,-260.2247100886931,True,200
Pendulum-v1,Mid,ppo-lagrangian,47,-119.55721005503386,True,200
Pendulum-v1,Mid,ppo-lagrangian,48,-125.55893221990125,True,200
Pendulum-v1,Mid,ppo-lagrangian,49,-124.4812284621079,True,200
Pendulum-v1,Mid,ppo-lagrangian,50,-116.78443311247985,True,200
Pendulum-v1,Mid,ppo-lagrangian,51,-263.33535227213036,True,200
Pendulum-v1,Mid,ppo-lagrangian,52,-784.0355185136167,False,200
Pendulum-v1,Mid,ppo-lagrangian,53,-353.58832077648884,True,200
Pendulum-v1,Mid,ppo-lagrangian,54,-122.04967175370355,True,200
Pendulum-v1,Mid,ppo-lagrangian,55,-116.34004787390836,True,200
Pendulum-v1,Mid,ppo-lagrangian,56,-126.06455232617574,True,200
Pendulum-v1,Mid,ppo-lagrangian,57,-772.2050696556744,False,200
Pendulum-v1,Mid,ppo-lagrangian,58,-124.97473272273547,True,200
Pendulum-v1,Mid,ppo-lagrangian,59,-788.8810515757651,False,200
Pendulum-v1,Mid,ppo-lagrangian,60,-120.72377399192577,True,200
Pendulum-v1,Mid,ppo-lagrangian,61,-126.34689587289009,True,200
Pendulum-v1,Mid,ppo-lagrangian,62,-851.77968543245,False,200
Pendulum-v1,Mid,ppo-lagrangian,63,-783.3604464294757,False,200
Pendulum-v1,Mid,ppo-lagrangian,64,-250.0703701400057,True,200
Pendulum-v1,Mid,ppo-lagrangian,65,-248.37432447189173,True,200
Pendulum-v1,Mid,ppo-lagrangian,66,-240.21291454430727,True,200
Pendulum-v1,Mid,ppo-lagrangian,67,-125.4054679487894,True,200
Pendulum-v1,Mid,ppo-lagrangian,68,-0.22657947736192,True,200
Pendulum-v1,Mid,ppo-lagrangian,69,-777.8382370070077,False,200
Pendulum-v1,Mid,ppo-lagrangian,70,-125.99951761292247,True,200
Pendulum-v1,Mid,ppo-lagrangian,71,-121.88278729948398,True,200
Pendulum-v1,Mid,ppo-lagrangian,72,-132.5148375185083,True,200
Pendulum-v1,Mid,ppo-lagrangian,73,-0.14717446980290771,True,200
Pendulum-v1,Mid,ppo-lagrangian,74,-242.97212284324067,True,200
Pendulum-v1,Mid,ppo-lagrangian,75,-118.09683382322883,True,200
Pendulum-v1,Mid,ppo-lagrangian,76,-114.68857963425211,True,200
Pendulum-v1,Mid,ppo-lagrangian,77,-119.30688964635317,True,200
Pendulum-v1,Mid,ppo-lagrangian,78,-2.2464062252630463,True,200
Pendulum-v1,Mid,ppo-lagrangian,79,-266.74918564905136,True,200
Pendulum-v1,Mid,ppo-lagrangian,80,-125.96179518882747,True,200
Pendulum-v1,Mid,ppo-lagrangian,81,-125.70412018697927,True,200
Pendulum-v1,Mid,ppo-lagrangian,82,-355.9593192407106,True,200
Pendulum-v1,Mid,ppo-lagrangian,83,-120.50286750464899,True,200
Pendulum-v1,Mid,ppo-lagrangian,84,-119.45661347135425,True,200
Pendulum-v1,Mid,ppo-lagrangian,85,-245.9812093968146,True,200
Pendulum-v1,Mid,ppo-lagrangian,86,-778.8129402969955,False,200
Pendulum-v1,Mid,ppo-lagrangian,87,-779.1224905746575,False,200
Pendulum-v1,Mid,ppo-lagrangian,88,-125.96689383925018,True,200
Pendulum-v1,Mid,ppo-lagrangian,89,-781.4260093895005,False,200
Pendulum-v1,Mid,ppo-lagrangian,90,-125.92538116064657,True,200
Pendulum-v1,Mid,ppo-lagrangian,91,-125.18898713597976,True,200
Pendulum-v1,Mid,ppo-lagrangian,92,-777.9220170244896,False,200
Pendulum-v1,Mid,ppo-lagrangian,93,-385.6064470256889,True,200
Pendulum-v1,Mid,ppo-lagrangian,94,-125.2467700043225,True,200
Pendulum-v1,Mid,ppo-lagrangian,95,-776.910504585659,False,200
Pendulum-v1,Mid,ppo-lagrangian,96,-120.16470270687411,True,200
Pendulum-v1,Mid,ppo-lagrangian,97,-775.6949646582871,False,200
Pendulum-v1,Mid,ppo-lagrangian,98,-237.5332196196445,True,200
Pendulum-v1,Mid,ppo-lagrangian,99,-0.11140815236621249,True,200
Pendulum-v1,Mid,ppo-lagrangian,100,-252.92330358460393,True,200
Pendulum-v1,Mid,ppo-lagrangian,101,-259.682446722222,True,200
Pendulum-v1,Mid,ppo-lagrangian,102,-774.3314061229718,False,200
Pendulum-v1,Mid,ppo-lagrangian,103,-120.6861708511115,True,200
Pendulum-v1,Mid,ppo-lagrangian,104,-245.0160336672604,True,200
Pendulum-v1,Mid,ppo-lagrangian,105,-891.2692966314488,False,200
Pendulum-v1,Mid,ppo-lagrangian,106,-330.251708165611,True,200
Pendulum-v1,Mid,ppo-lagrangian,107,-775.380091452448,False,200
Pendulum-v1,Mid,ppo-lagrangian,108,-241.89873473901662,True,200
Pendulum-v1,Mid,ppo-lagrangian,109,-776.6822332065622,False,200
Pendulum-v1,Mid,ppo-lagrangian,110,-247.18436730622804,True,200
Pendulum-v1,Mid,ppo-lagrangian,111,-786.2018245481758,False,200
Pendulum-v1,Mid,ppo-lagrangian,112,-256.14101013821596,True,200
Pendulum-v1,Mid,ppo-lagrangian,113,-233.84204007871847,True,200
Pendulum-v1,Mid,ppo-lagrangian,114,-124.65311647770505,True,200
Pendulum-v1,Mid,ppo-lagrangian,115,-768.8509311501767,False,200
Pendulum-v1,Mid,ppo-lagrangian,116,-779.5467962147864,False,200
Pendulum-v1,Mid,ppo-lagrangian,117,-252.48545341227234,True,200
Pendulum-v1,Mid,ppo-lagrangian,118,-234.39177701763938,True,200
Pendulum-v1,Mid,ppo-lagrangian,119,-870.9091104927824,False,200
Pendulum-v1,Mid,ppo-lagrangian,120,-255.01646002121475,True,200
Pendulum-v1,Mid,ppo-lagrangian,121,-781.1405173355507,False,200
Pendulum-v1,Mid,ppo-lagrangian,122,-126.43050187031851,True,200
Pendulum-v1,Mid,ppo-lagrangian,123,-773.9202840283282,False,200
Pendulum-v1,Mid,ppo-lagrangian,124,-117.21269823465587,True,200
Pendulum-v1,Mid,ppo-lagrangian,125,-244.78867298863443,True,200
Pendulum-v1,Mid,ppo-lagrangian,126,-346.21763037945124,True,200
Pendulum-v1,Mid,ppo-lagrangian,127,-234.7248931642136,True,200
Pendulum-v1,Mid,ppo-lagrangian,128,-776.6554573425959,False,200
Pendulum-v1,Mid,ppo-lagrangian,129,-123.8866026556589,True,200
Pendulum-v1,Mid,ppo-lagrangian,130,-126.38532196827913,True,200
Pendulum-v1,Mid,ppo-lagrangian,131,-780.7035555511425,False,200
Pendulum-v1,Mid,ppo-lagrangian,132,-257.7835103625135,True,200
Pendulum-v1,Mid,ppo-lagrangian,133,-774.5284216476921,False,200
Pendulum-v1,Mid,ppo-lagrangian,134,-897.8137899915463,False,200
Pendulum-v1,Mid,ppo-lagrangian,135,-0.7944469317907434,True,200
Pendulum-v1,Mid,ppo-lagrangian,136,-238.4200471629196,True,200
Pendulum-v1,Mid,ppo-lagrangian,137,-249.10908187609212,True,200
Pendulum-v1,Mid,ppo-lagrangian,138,-778.8141443848375,False,200
Pendulum-v1,Mid,ppo-lagrangian,139,-126.73903411671148,True,200
Pendulum-v1,Mid,ppo-lagrangian,140,-776.1520035904758,False,200
Pendulum-v1,Mid,ppo-lagrangian,141,-118.38835112080595,True,200
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,42,41.73984678129271,True,166
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,43,-2.617262680226979,True,130
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,44,19.690474197767003,True,154
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,45,44.49996561108883,True,115
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,46,12.279613737422927,True,142
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,47,26.46822801158147,True,147
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,48,44.848560869213294,True,103
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,49,42.01302308298272,True,103
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,50,41.11295393150485,True,123
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,51,28.46119885248909,True,148
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,52,28.873769978225745,True,143
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,53,39.962823602379515,True,129
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,54,29.0076328744131,True,125
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,55,11.784176640841459,True,131
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,56,17.70623830318791,True,223
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,57,48.20202559538647,True,114
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,58,6.188666673011603,True,295
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,59,23.605213351061415,True,125
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,60,-4.791785947423186,True,187
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,61,47.33976881628561,True,104
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,62,37.26832093842394,True,134
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,63,30.61059868145985,True,120
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,64,25.372431962291756,True,126
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,65,41.88765612749493,True,105
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,66,9.606885984432068,True,121
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,67,38.60477474777731,True,135
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,68,46.38034344931472,True,127
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,69,41.729782972787774,True,138
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,70,34.034803299648814,True,156
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,71,47.58335776610066,True,109
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,72,21.432675470076898,True,179
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,73,9.344847684552718,True,165
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,74,44.13324906988245,True,118
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,75,32.75603613014595,True,152
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,76,45.856890642955925,True,125
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,77,23.58675393769948,True,155
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,78,45.8518293730998,True,112
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,79,49.21690595062195,True,123
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,80,-0.7033869508867099,True,149
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,81,36.34158146734438,True,172
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,82,19.490448807523066,True,153
RobotNavigationConstSpeedCatch-v0,High,td3-lagrangian,83,39.731979937220125,True,399
