environment,algorithm,mode,method,sequence,pair_index,calls,elapsed_ns,latency_us_per_call
CartpoleSwingupEnvLong-v0,PPO,balanced,base,3,0,1000,70089736,70.089736
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,4,1,1000,24327,0.024327
CartpoleSwingupEnvLong-v0,PPO,balanced,base,5,1,1000,73917106,73.917106
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,6,1,1000,64056909,64.056909
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,7,1,1000,79019187,79.019187
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,8,2,1000,76405643,76.405643
CartpoleSwingupEnvLong-v0,PPO,balanced,base,9,2,1000,72761442,72.761442
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,10,2,1000,64052430,64.05243
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,11,2,1000,24597,0.024597
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,12,3,1000,80384161,80.38416099999999
CartpoleSwingupEnvLong-v0,PPO,balanced,base,13,3,1000,71218859,71.218859
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,14,3,1000,62679302,62.679302
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,15,3,1000,24327,0.024327
CartpoleSwingupEnvLong-v0,PPO,balanced,base,16,4,1000,81003191,81.003191
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,17,4,1000,75757846,75.757846
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,18,4,1000,65689363,65.689363
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,19,4,1000,34656,0.034656
CartpoleSwingupEnvLong-v0,PPO,balanced,base,20,5,1000,73518005,73.518005
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,21,5,1000,78684609,78.684609
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,22,5,1000,63232126,63.232125999999994
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,23,5,1000,26190,0.02619
CartpoleSwingupEnvLong-v0,PPO,balanced,base,24,6,1000,71537747,71.537747
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,25,6,1000,78285077,78.285077
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,26,6,1000,60825967,60.825967
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,27,6,1000,24377,0.024377
CartpoleSwingupEnvLong-v0,PPO,balanced,base,28,7,1000,71448557,71.448557
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,29,7,1000,80757282,80.757282
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,30,7,1000,67568917,67.568917
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,31,7,1000,24186,0.024186
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,32,8,1000,62588218,62.588218
CartpoleSwingupEnvLong-v0,PPO,balanced,base,33,8,1000,73570886,73.570886
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,34,8,1000,82478475,82.478475
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,35,8,1000,24076,0.024076
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,36,9,1000,67912152,67.912152
CartpoleSwingupEnvLong-v0,PPO,balanced,base,37,9,1000,74371312,74.371312
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,38,9,1000,24227,0.024227000000000002
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,39,9,1000,83576550,83.57655
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,40,10,1000,24737,0.024737
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,41,10,1000,82986304,82.986304
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,42,10,1000,65515250,65.51525
CartpoleSwingupEnvLong-v0,PPO,balanced,base,43,10,1000,79735173,79.73517299999999
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,44,11,1000,63394145,63.394144999999995
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,45,11,1000,26059,0.026059000000000002
CartpoleSwingupEnvLong-v0,PPO,balanced,base,46,11,1000,73318103,73.31810300000001
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,47,11,1000,82877606,82.877606
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,48,12,1000,63513182,63.513182
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,49,12,1000,79038234,79.038234
CartpoleSwingupEnvLong-v0,PPO,balanced,base,50,12,1000,69617966,69.617966
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,51,12,1000,25669,0.025669
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,52,13,1000,23905,0.023905000000000003
CartpoleSwingupEnvLong-v0,PPO,balanced,wrapped,53,13,1000,79222314,79.222314
CartpoleSwingupEnvLong-v0,PPO,balanced,critic,54,13,1000,62778952,62.778952
CartpoleSwingupEnvLong-v0,PPO,balanced,base,55,13,1000,71885250,71.88525
CartpoleSwingupEnvLong-v0,PPO,balanced,base,56,14,1000,73254892,73.25489200000001
CartpoleSwingupEnvLong-v0,PPO,balanced,native_logic,57,14,1000,25889,0.025889
