environment,algorithm,mode,method,sequence,pair_index,calls,elapsed_ns,latency_us_per_call
CartpoleSwingupEnvLong-v0,PPO,moderate,base,55,13,1000,77126648,77.126648
CartpoleSwingupEnvLong-v0,PPO,moderate,base,56,14,1000,77381443,77.381443
CartpoleSwingupEnvLong-v0,PPO,moderate,native_logic,57,14,1000,27172,0.027172
CartpoleSwingupEnvLong-v0,PPO,moderate,wrapped,58,14,1000,81397053,81.397053
CartpoleSwingupEnvLong-v0,PPO,moderate,critic,59,14,1000,60168011,60.168011
CartpoleSwingupEnvLong-v0,PPO,moderate,base,60,15,1000,71307598,71.307598
CartpoleSwingupEnvLong-v0,PPO,moderate,critic,61,15,1000,60055767,60.055767
CartpoleSwingupEnvLong-v0,PPO,moderate,wrapped,62,15,1000,79965783,79.965783
CartpoleSwingupEnvLong-v0,PPO,moderate,native_logic,63,15,1000,25429,0.025429
CartpoleSwingupEnvLong-v0,PPO,moderate,wrapped,64,16,1000,76565107,76.565107
CartpoleSwingupEnvLong-v0,PPO,moderate,base,65,16,1000,69141207,69.141207
CartpoleSwingupEnvLong-v0,PPO,moderate,critic,66,16,1000,66674823,66.674823
CartpoleSwingupEnvLong-v0,PPO,moderate,native_logic,67,16,1000,24777,0.024777
CartpoleSwingupEnvLong-v0,PPO,moderate,native_logic,68,17,1000,24286,0.024286000000000002
CartpoleSwingupEnvLong-v0,PPO,moderate,wrapped,69,17,1000,77037267,77.03726700000001
CartpoleSwingupEnvLong-v0,PPO,moderate,critic,70,17,1000,67319101,67.31910099999999
CartpoleSwingupEnvLong-v0,PPO,moderate,base,71,17,1000,72237893,72.237893
CartpoleSwingupEnvLong-v0,PPO,moderate,critic,72,18,1000,68858878,68.85887799999999
CartpoleSwingupEnvLong-v0,PPO,moderate,native_logic,73,18,1000,24828,0.024828
CartpoleSwingupEnvLong-v0,PPO,moderate,wrapped,74,18,1000,79575529,79.57552899999999
CartpoleSwingupEnvLong-v0,PPO,moderate,base,75,18,1000,76006220,76.00622
CartpoleSwingupEnvLong-v0,PPO,moderate,wrapped,76,19,1000,83914715,83.914715
CartpoleSwingupEnvLong-v0,PPO,moderate,critic,77,19,1000,72310682,72.310682
CartpoleSwingupEnvLong-v0,PPO,moderate,native_logic,78,19,1000,26590,0.02659
CartpoleSwingupEnvLong-v0,PPO,moderate,base,79,19,1000,78687585,78.68758500000001
CartpoleSwingupEnvLong-v0,PPO,moderate,critic,80,20,1000,69985056,69.985056
CartpoleSwingupEnvLong-v0,PPO,moderate,base,81,20,1000,85651057,85.651057
CartpoleSwingupEnvLong-v0,PPO,moderate,wrapped,82,20,1000,90186387,90.186387
CartpoleSwingupEnvLong-v0,PPO,moderate,native_logic,83,20,1000,24847,0.024847
CartpoleSwingupEnvLong-v0,PPO,moderate,base,84,21,1000,94002125,94.002125
CartpoleSwingupEnvLong-v0,PPO,moderate,native_logic,85,21,1000,36219,0.036219
CartpoleSwingupEnvLong-v0,PPO,moderate,critic,86,21,1000,71653488,71.653488
CartpoleSwingupEnvLong-v0,PPO,moderate,wrapped,87,21,1000,81103914,81.103914
CartpoleSwingupEnvLong-v0,PPO,moderate,critic,88,22,1000,68766201,68.766201
CartpoleSwingupEnvLong-v0,PPO,moderate,wrapped,89,22,1000,87715594,87.715594
