environment,algorithm,mode,method,sequence,pair_index,calls,elapsed_ns,latency_us_per_call
Pendulum-v1,PPO,almost_open,wrapped,71,17,1000,93569159,93.569159
Pendulum-v1,PPO,almost_open,native_logic,72,18,1000,11993,0.011993
Pendulum-v1,PPO,almost_open,wrapped,73,18,1000,91421403,91.42140300000001
Pendulum-v1,PPO,almost_open,base,74,18,1000,71348727,71.348727
Pendulum-v1,PPO,almost_open,critic,75,18,1000,65931805,65.931805
Pendulum-v1,PPO,almost_open,native_logic,76,19,1000,12905,0.012905
Pendulum-v1,PPO,almost_open,base,77,19,1000,72832878,72.832878
Pendulum-v1,PPO,almost_open,critic,78,19,1000,63627691,63.627691
Pendulum-v1,PPO,almost_open,wrapped,79,19,1000,103684002,103.68400199999999
Pendulum-v1,PPO,almost_open,wrapped,80,20,1000,96871898,96.871898
Pendulum-v1,PPO,almost_open,base,81,20,1000,79077238,79.077238
Pendulum-v1,PPO,almost_open,native_logic,82,20,1000,19587,0.019587
Pendulum-v1,PPO,almost_open,critic,83,20,1000,68275625,68.275625
Pendulum-v1,PPO,almost_open,wrapped,84,21,1000,102353023,102.35302300000001
Pendulum-v1,PPO,almost_open,native_logic,85,21,1000,12484,0.012484
Pendulum-v1,PPO,almost_open,critic,86,21,1000,64256800,64.2568
Pendulum-v1,PPO,almost_open,base,87,21,1000,77072885,77.072885
Pendulum-v1,PPO,almost_open,critic,88,22,1000,67308661,67.30866099999999
Pendulum-v1,PPO,almost_open,native_logic,89,22,1000,18786,0.018786
Pendulum-v1,PPO,almost_open,base,90,22,1000,73764665,73.764665
Pendulum-v1,PPO,almost_open,wrapped,91,22,1000,97602021,97.602021
Pendulum-v1,PPO,almost_open,critic,92,23,1000,64293540,64.29354000000001
Pendulum-v1,PPO,almost_open,base,93,23,1000,80336610,80.33661000000001
Pendulum-v1,PPO,almost_open,native_logic,94,23,1000,18685,0.018685
Pendulum-v1,PPO,almost_open,wrapped,95,23,1000,101436775,101.436775
Pendulum-v1,PPO,almost_open,wrapped,96,24,1000,100129852,100.129852
Pendulum-v1,PPO,almost_open,native_logic,97,24,1000,13276,0.013276
Pendulum-v1,PPO,almost_open,base,98,24,1000,73452700,73.4527
Pendulum-v1,PPO,almost_open,critic,99,24,1000,62607724,62.607724000000005
Pendulum-v1,PPO,almost_open,native_logic,100,25,1000,13416,0.013416
Pendulum-v1,PPO,almost_open,wrapped,101,25,1000,92485502,92.485502
Pendulum-v1,PPO,almost_open,base,102,25,1000,71671483,71.671483
Pendulum-v1,PPO,almost_open,critic,103,25,1000,64537856,64.537856
Pendulum-v1,PPO,almost_open,native_logic,104,26,1000,12684,0.012683999999999999
Pendulum-v1,PPO,almost_open,wrapped,105,26,1000,101392451,101.392451
Pendulum-v1,PPO,almost_open,critic,106,26,1000,67472794,67.472794
Pendulum-v1,PPO,almost_open,base,107,26,1000,72718760,72.71875999999999
Pendulum-v1,PPO,almost_open,wrapped,108,27,1000,95667040,95.66704
Pendulum-v1,PPO,almost_open,critic,109,27,1000,63266812,63.266812
Pendulum-v1,PPO,almost_open,native_logic,110,27,1000,12504,0.012504
Pendulum-v1,PPO,almost_open,base,111,27,1000,77127679,77.127679
Pendulum-v1,PPO,almost_open,critic,112,28,1000,65729900,65.7299
Pendulum-v1,PPO,almost_open,native_logic,113,28,1000,11823,0.011823
Pendulum-v1,PPO,almost_open,wrapped,114,28,1000,97683025,97.683025
Pendulum-v1,PPO,almost_open,base,115,28,1000,73898830,73.89883
Pendulum-v1,PPO,almost_open,wrapped,116,29,1000,99543694,99.543694
Pendulum-v1,PPO,almost_open,critic,117,29,1000,65427052,65.427052
Pendulum-v1,PPO,almost_open,native_logic,118,29,1000,13116,0.013116
Pendulum-v1,PPO,almost_open,base,119,29,1000,77515950,77.51595
CartpoleSwingupEnvLong-v0,PPO,almost_open,native_logic,0,0,1000,23935,0.023934999999999998
CartpoleSwingupEnvLong-v0,PPO,almost_open,critic,1,0,1000,64909656,64.909656
CartpoleSwingupEnvLong-v0,PPO,almost_open,wrapped,2,0,1000,81732182,81.732182
CartpoleSwingupEnvLong-v0,PPO,almost_open,base,3,0,1000,77454613,77.454613
